cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,lower_thames_group,year,month
7.0,0.0,13.0,8.2,7.4,6.6,0.0,103870.0,0.0,76.0,1989,1
6.0,0.0,13.0,9.5,7.1,6.0,0.0,103550.0,0.0,75.0,1989,1
8.0,0.0,13.0,11.2,6.2,3.0,0.4,102950.0,0.0,75.0,1989,1
5.0,3.8,39.0,11.1,8.0,4.8,0.0,102530.0,0.0,75.0,1989,1
5.0,0.0,13.0,10.7,6.2,1.2,3.7,102340.0,0.0,75.0,1989,1
6.0,4.0,40.0,11.8,6.8,3.0,0.0,101480.0,0.0,74.0,1989,1
7.0,0.0,13.0,10.4,9.8,7.9,0.0,102460.0,0.0,74.0,1989,1
8.0,0.0,13.0,11.4,9.0,7.7,0.0,102250.0,0.0,75.0,1989,1
8.0,0.0,14.0,8.3,10.0,8.7,0.2,101480.0,0.0,75.0,1989,1
4.0,5.7,50.0,9.8,6.6,4.9,0.0,102040.0,0.0,75.0,1989,1
5.0,5.6,50.0,9.8,4.0,-1.8,0.2,101990.0,0.0,75.0,1989,1
5.0,0.9,24.0,12.4,5.1,0.4,5.0,101360.0,0.0,75.0,1989,1
5.0,1.1,26.0,10.0,6.8,1.1,3.8,102590.0,0.0,75.0,1989,1
5.0,7.3,59.0,11.0,7.0,4.1,0.0,102860.0,0.0,75.0,1989,1
7.0,0.0,15.0,10.3,8.4,5.8,0.0,103490.0,0.0,75.0,1989,1
6.0,1.0,26.0,9.8,9.0,7.6,1.5,103220.0,0.0,75.0,1989,1
6.0,0.7,24.0,7.5,8.8,7.9,0.3,103190.0,0.0,75.0,1989,1
0.0,6.1,56.0,4.6,3.0,-1.5,0.0,103770.0,0.0,75.0,1989,1
2.0,0.0,16.0,8.2,0.0,-4.5,0.2,103450.0,0.0,75.0,1989,1
6.0,0.0,16.0,10.2,3.0,-2.3,4.4,102680.0,0.0,75.0,1989,1
6.0,2.7,40.0,9.3,6.6,3.0,2.1,101440.0,0.0,75.0,1989,1
4.0,7.5,66.0,11.6,5.0,0.7,0.0,102950.0,0.0,74.0,1989,1
5.0,1.9,36.0,8.0,6.4,1.2,0.0,103140.0,0.0,74.0,1989,1
7.0,2.9,43.0,5.7,7.2,6.5,0.0,102920.0,0.0,75.0,1989,1
8.0,0.0,17.0,11.1,4.2,2.6,0.0,102450.0,0.0,75.0,1989,1
4.0,3.6,49.0,11.6,6.6,2.2,0.0,102430.0,0.0,76.0,1989,1
6.0,0.4,24.0,10.1,8.0,4.4,0.0,102860.0,0.0,76.0,1989,1
5.0,0.0,18.0,7.5,8.4,6.7,4.0,103190.0,0.0,77.0,1989,1
3.0,3.0,47.0,8.7,2.9,-1.7,0.2,104290.0,0.0,77.0,1989,1
5.0,0.9,31.0,7.5,3.4,-1.9,0.0,104350.0,0.0,78.0,1989,1
6.0,0.1,22.0,4.4,4.7,1.9,0.0,104160.0,0.0,78.0,1989,1
7.0,0.0,19.0,5.5,3.1,1.8,0.0,103560.0,0.0,79.0,1989,2
5.0,0.5,28.0,10.6,2.4,-0.6,0.0,103420.0,0.0,79.0,1989,2
5.0,4.4,60.0,11.9,5.7,0.8,0.0,102960.0,0.0,80.0,1989,2
7.0,0.1,23.0,12.2,6.6,1.4,0.5,102340.0,0.0,81.0,1989,2
6.0,1.7,42.0,15.0,10.2,8.1,0.0,102510.0,0.0,81.0,1989,2
3.0,8.3,86.0,12.3,11.8,8.5,0.0,102840.0,0.0,81.0,1989,2
4.0,5.2,69.0,12.1,10.5,8.7,0.0,102740.0,0.0,82.0,1989,2
2.0,5.0,69.0,12.0,8.3,4.5,0.0,102550.0,0.0,82.0,1989,2
2.0,6.7,81.0,9.6,7.1,2.2,0.0,101750.0,0.0,83.0,1989,2
3.0,0.5,32.0,11.1,6.6,3.5,0.0,102330.0,0.0,84.0,1989,2
3.0,5.9,78.0,11.2,4.5,-2.1,0.1,103570.0,0.0,84.0,1989,2
5.0,3.5,62.0,10.7,6.0,0.7,0.0,103580.0,0.0,85.0,1989,2
6.0,0.4,32.0,9.9,5.6,0.4,2.4,102860.0,0.0,85.0,1989,2
4.0,6.1,83.0,11.5,6.6,3.4,0.0,103130.0,0.0,86.0,1989,2
6.0,0.1,28.0,7.9,8.2,4.9,1.5,101720.0,0.0,86.0,1989,2
3.0,3.2,63.0,12.6,3.3,-1.3,6.1,102140.0,0.0,87.0,1989,2
8.0,0.1,29.0,13.5,6.0,-0.5,5.1,101220.0,0.0,87.0,1989,2
8.0,0.0,26.0,13.0,8.6,3.6,0.2,100760.0,0.0,88.0,1989,2
8.0,0.0,27.0,10.4,11.8,10.6,0.5,101570.0,0.0,88.0,1989,2
5.0,7.5,100.0,10.6,8.0,5.6,0.0,102370.0,0.0,88.0,1989,2
5.0,8.9,111.0,9.7,5.5,0.4,0.5,102490.0,0.0,87.0,1989,2
7.0,0.4,37.0,8.5,6.6,3.5,2.4,101000.0,0.0,86.0,1989,2
3.0,8.5,112.0,6.2,4.3,0.1,1.8,100310.0,0.0,87.0,1989,2
7.0,0.0,29.0,6.1,4.1,2.0,2.5,98000.0,0.0,88.0,1989,2
6.0,0.5,41.0,8.3,3.8,1.5,9.2,95960.0,0.0,87.0,1989,2
7.0,4.3,83.0,9.6,4.6,1.0,6.3,96370.0,0.0,86.0,1989,2
5.0,3.8,80.0,9.5,5.1,0.6,1.1,97880.0,0.0,86.0,1989,2
3.0,8.6,120.0,8.8,4.9,0.3,0.0,98470.0,0.0,86.0,1989,2
6.0,0.4,46.0,12.4,6.0,3.1,1.1,99330.0,0.0,87.0,1989,3
5.0,2.0,70.0,11.0,7.2,2.1,5.5,99840.0,0.0,88.0,1989,3
6.0,2.4,76.0,13.0,8.3,5.6,0.3,100080.0,0.0,89.0,1989,3
6.0,0.8,55.0,15.7,8.2,3.5,0.5,101350.0,0.0,90.0,1989,3
7.0,5.9,116.0,17.6,11.6,7.6,0.0,101540.0,0.0,90.0,1989,3
6.0,4.4,102.0,9.6,13.2,8.7,0.4,101190.0,0.0,91.0,1989,3
6.0,0.1,43.0,10.3,8.4,7.1,0.0,101790.0,0.0,92.0,1989,3
4.0,5.6,118.0,11.4,4.9,-0.5,0.2,102120.0,0.0,92.0,1989,3
8.0,0.0,39.0,11.9,7.6,3.7,1.0,101580.0,0.0,93.0,1989,3
8.0,0.0,40.0,11.5,10.3,8.7,2.6,101550.0,0.0,93.0,1989,3
7.0,1.9,78.0,10.6,9.2,7.0,0.0,102360.0,0.0,94.0,1989,3
6.0,0.0,41.0,11.8,6.1,1.6,0.5,101420.0,0.0,95.0,1989,3
4.0,8.5,154.0,11.0,8.7,5.6,0.0,101230.0,0.0,95.0,1989,3
7.0,0.0,43.0,12.1,7.4,3.7,8.0,101190.0,0.0,96.0,1989,3
7.0,3.7,106.0,6.8,9.1,6.1,6.2,99870.0,0.0,96.0,1989,3
8.0,0.0,44.0,8.3,6.2,5.5,10.0,99470.0,0.0,97.0,1989,3
5.0,4.9,123.0,10.7,5.6,2.8,0.0,101080.0,0.0,97.0,1989,3
6.0,0.0,45.0,13.4,3.4,-4.0,0.7,101800.0,0.0,98.0,1989,3
7.0,1.1,73.0,11.3,8.7,4.0,4.0,101200.0,0.0,98.0,1989,3
6.0,6.9,150.0,11.5,7.4,3.6,11.0,100500.0,0.0,98.0,1989,3
6.0,0.1,52.0,13.5,6.2,0.9,2.8,100750.0,0.0,98.0,1989,3
5.0,2.6,100.0,11.1,8.9,4.3,0.5,100970.0,0.0,98.0,1989,3
5.0,3.7,116.0,14.9,6.0,1.0,1.3,101840.0,0.0,98.0,1989,3
7.0,2.3,98.0,11.7,10.2,5.4,0.0,100650.0,0.0,98.0,1989,3
5.0,5.0,136.0,16.9,6.6,1.4,0.0,101770.0,0.0,98.0,1989,3
5.0,8.2,174.0,18.8,11.7,6.5,0.0,101770.0,0.0,98.0,1989,3
6.0,6.9,161.0,18.6,13.2,7.5,0.0,100860.0,0.0,98.0,1989,3
7.0,3.0,113.0,15.1,13.4,8.2,0.0,101270.0,0.0,98.0,1989,3
7.0,0.5,69.0,18.4,11.4,7.8,0.0,102170.0,0.0,98.0,1989,3
2.0,10.0,201.0,18.8,12.0,5.7,0.0,102040.0,0.0,98.0,1989,3
1.0,9.1,193.0,14.3,12.0,5.1,0.0,101710.0,0.0,98.0,1989,3
5.0,7.4,175.0,11.8,11.4,8.5,4.5,101230.0,0.0,98.0,1989,4
7.0,2.1,104.0,8.0,9.6,7.5,1.1,100680.0,0.0,98.0,1989,4
6.0,6.0,161.0,6.9,6.0,3.9,0.0,101080.0,0.0,98.0,1989,4
7.0,3.8,132.0,4.5,4.2,1.5,10.9,100610.0,0.0,98.0,1989,4
8.0,0.0,56.0,7.9,2.6,0.8,11.5,99820.0,0.0,98.0,1989,4
8.0,0.0,57.0,11.8,4.2,0.5,2.2,99770.0,0.0,98.0,1989,4
4.0,8.7,200.0,12.9,7.4,3.0,0.4,100400.0,0.0,98.0,1989,4
2.0,11.3,231.0,14.8,6.8,0.8,0.0,101150.0,0.0,98.0,1989,4
6.0,6.1,170.0,14.0,7.8,0.7,0.5,100800.0,0.0,98.0,1989,4
7.0,2.9,125.0,13.2,11.2,8.4,1.8,99640.0,0.0,98.0,1989,4
7.0,2.9,126.0,14.0,10.1,7.0,8.2,99160.0,0.0,98.0,1989,4
4.0,6.6,181.0,14.0,9.3,4.6,0.2,99370.0,0.0,98.0,1989,4
6.0,7.9,199.0,14.0,10.5,7.0,0.0,99900.0,0.0,98.0,1989,4
5.0,10.0,226.0,14.2,9.8,5.6,0.0,100970.0,0.0,97.0,1989,4
3.0,11.2,242.0,12.0,8.4,2.6,0.0,101230.0,0.0,97.0,1989,4
8.0,0.1,69.0,8.9,10.2,8.5,2.2,100630.0,0.0,97.0,1989,4
8.0,0.0,64.0,13.6,7.8,6.8,0.1,101230.0,0.0,96.0,1989,4
6.0,7.0,194.0,11.4,8.5,3.4,0.0,101690.0,0.0,96.0,1989,4
4.0,6.1,183.0,10.4,7.0,2.5,0.0,101750.0,0.0,96.0,1989,4
7.0,4.8,166.0,12.2,8.8,7.2,1.1,101670.0,0.0,95.0,1989,4
4.0,5.9,183.0,12.3,7.8,3.5,0.2,101950.0,0.0,95.0,1989,4
7.0,1.6,112.0,13.6,7.5,2.7,0.0,101940.0,0.0,95.0,1989,4
8.0,0.4,84.0,6.6,10.2,6.8,0.0,101470.0,0.0,94.0,1989,4
8.0,0.0,67.0,8.8,5.2,3.7,9.5,101050.0,0.0,94.0,1989,4
7.0,2.9,140.0,11.4,5.0,1.2,0.1,100910.0,0.0,94.0,1989,4
3.0,11.8,266.0,8.9,5.6,-0.2,6.3,101020.0,0.0,94.0,1989,4
7.0,0.1,75.0,13.9,6.9,4.9,2.6,100710.0,0.0,94.0,1989,4
3.0,12.8,280.0,10.1,7.9,1.9,0.2,102130.0,0.0,94.0,1989,4
8.0,1.1,106.0,14.9,8.4,6.7,0.1,102130.0,0.0,94.0,1989,4
7.0,3.0,145.0,16.3,10.6,6.2,0.5,102290.0,0.0,94.0,1989,4
8.0,0.1,78.0,20.6,12.8,9.4,0.0,102280.0,0.0,94.0,1989,5
3.0,11.9,275.0,22.9,15.2,9.8,0.0,102480.0,0.0,94.0,1989,5
1.0,12.6,285.0,23.6,15.6,8.3,0.0,102570.0,0.0,94.0,1989,5
0.0,12.9,290.0,25.0,16.5,9.4,0.0,102660.0,0.0,94.0,1989,5
3.0,11.3,271.0,16.9,17.5,10.0,0.0,102780.0,0.0,94.0,1989,5
5.0,13.2,296.0,19.1,13.4,9.8,0.0,103130.0,0.0,94.0,1989,5
1.0,13.8,304.0,21.9,12.3,5.5,0.0,102810.0,0.0,94.0,1989,5
4.0,12.6,291.0,19.6,14.4,7.0,0.0,102060.0,0.0,94.0,1989,5
4.0,11.8,282.0,18.3,14.2,8.8,0.0,101110.0,0.0,94.0,1989,5
6.0,10.3,264.0,18.1,12.8,7.2,0.0,101080.0,0.0,94.0,1989,5
7.0,4.3,177.0,14.1,14.4,10.6,0.4,100210.0,0.0,94.0,1989,5
6.0,6.6,214.0,15.9,10.4,6.6,1.2,99920.0,0.0,94.0,1989,5
5.0,6.5,213.0,17.9,11.1,6.3,0.0,100950.0,0.0,93.0,1989,5
7.0,1.7,129.0,21.0,13.8,9.7,0.0,102270.0,0.0,93.0,1989,5
3.0,12.5,297.0,20.9,14.6,8.2,0.0,102840.0,0.0,93.0,1989,5
5.0,11.6,286.0,22.0,15.4,10.0,0.0,102850.0,0.0,93.0,1989,5
5.0,9.9,265.0,24.1,16.4,10.8,0.0,102800.0,0.0,93.0,1989,5
5.0,7.6,233.0,24.5,17.8,11.4,0.0,102430.0,0.0,93.0,1989,5
4.0,13.0,307.0,25.2,18.3,12.1,0.0,102390.0,0.0,93.0,1989,5
4.0,11.4,287.0,27.0,18.6,12.0,0.0,102200.0,0.0,93.0,1989,5
1.0,12.4,301.0,25.9,20.2,13.3,0.0,102030.0,0.0,93.0,1989,5
3.0,10.5,277.0,29.4,20.6,15.4,0.0,101870.0,0.0,93.0,1989,5
3.0,12.6,305.0,28.2,22.6,15.8,0.0,101720.0,0.0,92.0,1989,5
5.0,3.7,174.0,18.5,22.8,17.4,10.5,101900.0,0.0,93.0,1989,5
6.0,3.0,161.0,19.7,16.0,13.4,0.0,102390.0,0.0,93.0,1989,5
4.0,12.7,308.0,19.2,15.1,10.5,0.0,102830.0,0.0,93.0,1989,5
2.0,14.4,330.0,21.3,13.3,7.4,0.0,102840.0,0.0,93.0,1989,5
1.0,14.8,336.0,22.6,14.2,7.0,0.0,102440.0,0.0,93.0,1989,5
3.0,13.9,325.0,16.1,16.8,11.0,0.0,101880.0,0.0,92.0,1989,5
5.0,8.5,253.0,16.2,13.2,10.3,0.0,101670.0,0.0,92.0,1989,5
5.0,8.0,246.0,13.4,10.4,4.5,0.0,101660.0,0.0,93.0,1989,5
7.0,1.5,133.0,15.9,10.8,8.3,0.0,101300.0,0.0,93.0,1989,6
5.0,8.4,254.0,15.3,10.6,5.3,0.0,101470.0,0.0,93.0,1989,6
6.0,2.5,156.0,16.2,10.4,5.6,0.0,101330.0,0.0,93.0,1989,6
4.0,12.6,311.0,17.9,10.8,5.4,0.0,101620.0,0.0,93.0,1989,6
5.0,7.8,246.0,12.4,11.4,4.9,2.5,101440.0,0.0,93.0,1989,6
7.0,0.3,98.0,16.6,10.8,9.3,12.8,100690.0,0.0,93.0,1989,6
6.0,5.8,216.0,16.3,13.0,9.4,0.1,101230.0,0.0,94.0,1989,6
7.0,0.1,89.0,19.3,12.2,8.0,2.0,101540.0,0.0,94.0,1989,6
7.0,7.6,245.0,22.2,14.2,9.0,0.1,101610.0,0.0,94.0,1989,6
7.0,3.6,179.0,23.4,17.1,12.0,0.0,101440.0,0.0,94.0,1989,6
6.0,9.9,278.0,28.6,17.3,11.2,0.0,102030.0,0.0,95.0,1989,6
4.0,10.1,281.0,27.8,21.8,15.1,0.0,102240.0,0.0,95.0,1989,6
5.0,12.1,307.0,27.7,21.6,15.4,0.0,102180.0,0.0,95.0,1989,6
6.0,6.9,235.0,27.7,21.4,15.0,0.0,102320.0,0.0,95.0,1989,6
6.0,10.0,280.0,27.0,21.6,15.5,0.0,102540.0,0.0,94.0,1989,6
3.0,10.5,286.0,27.6,20.8,14.6,0.0,102660.0,0.0,94.0,1989,6
5.0,10.9,292.0,26.6,21.0,14.5,0.0,102690.0,0.0,94.0,1989,6
5.0,15.1,345.0,29.1,19.8,12.9,0.0,102780.0,0.0,93.0,1989,6
2.0,14.6,339.0,30.2,21.2,13.3,0.0,102760.0,0.0,93.0,1989,6
1.0,14.6,339.0,23.0,22.4,14.6,0.0,102500.0,0.0,92.0,1989,6
4.0,10.8,291.0,19.6,18.7,14.4,0.0,102200.0,0.0,92.0,1989,6
5.0,5.2,208.0,25.3,16.5,13.4,0.0,102200.0,0.0,91.0,1989,6
1.0,14.8,341.0,25.0,18.6,11.8,0.0,101990.0,0.0,91.0,1989,6
3.0,13.8,329.0,26.9,19.0,13.0,0.0,101780.0,0.0,91.0,1989,6
1.0,15.2,346.0,23.5,19.4,11.9,0.0,101360.0,0.0,90.0,1989,6
5.0,9.8,277.0,19.7,18.2,13.0,9.9,101050.0,0.0,89.0,1989,6
7.0,5.6,214.0,18.7,16.6,13.4,1.9,100600.0,0.0,89.0,1989,6
6.0,5.7,216.0,19.0,13.8,8.8,3.6,101390.0,0.0,89.0,1989,6
6.0,5.4,211.0,21.3,15.4,11.7,2.4,101210.0,0.0,89.0,1989,6
6.0,7.3,240.0,22.3,15.8,10.3,0.2,101520.0,0.0,89.0,1989,6
7.0,2.7,161.0,20.1,18.4,14.6,0.1,100970.0,0.0,89.0,1989,7
4.0,9.1,266.0,24.4,15.4,10.7,0.0,102250.0,0.0,89.0,1989,7
2.0,14.5,335.0,25.5,17.5,10.6,0.0,102690.0,0.0,89.0,1989,7
1.0,15.6,348.0,28.6,18.6,11.7,0.0,102620.0,0.0,89.0,1989,7
2.0,12.5,310.0,31.0,21.3,14.0,0.0,102390.0,0.0,88.0,1989,7
4.0,8.2,252.0,21.0,23.9,16.8,18.0,101800.0,0.0,88.0,1989,7
8.0,0.0,80.0,24.6,19.6,18.2,1.6,101040.0,0.0,88.0,1989,7
7.0,1.8,140.0,18.3,20.2,15.8,5.4,101310.0,0.0,87.0,1989,7
8.0,0.0,79.0,24.0,16.7,15.1,0.0,102000.0,0.0,86.0,1989,7
7.0,4.2,187.0,26.0,19.0,14.1,0.0,102360.0,0.0,85.0,1989,7
4.0,10.3,279.0,22.6,21.2,16.5,0.0,102470.0,0.0,85.0,1989,7
3.0,10.1,275.0,25.0,18.6,14.6,0.0,102360.0,0.0,85.0,1989,7
2.0,13.0,312.0,22.5,18.8,12.5,0.0,102180.0,0.0,85.0,1989,7
4.0,10.2,276.0,28.1,17.0,11.6,0.0,102370.0,0.0,85.0,1989,7
1.0,14.8,332.0,25.0,19.8,11.5,0.0,102320.0,0.0,85.0,1989,7
5.0,7.1,231.0,28.5,20.2,15.4,0.0,102600.0,0.0,84.0,1989,7
5.0,10.6,279.0,25.0,21.2,13.8,0.0,102510.0,0.0,84.0,1989,7
2.0,13.3,312.0,26.9,19.7,14.4,0.0,102380.0,0.0,83.0,1989,7
2.0,14.0,320.0,29.8,20.2,13.5,0.0,102420.0,0.0,83.0,1989,7
4.0,13.7,316.0,32.1,22.4,15.1,0.0,102170.0,0.0,82.0,1989,7
6.0,8.6,250.0,34.2,24.7,17.3,0.3,101820.0,0.0,82.0,1989,7
5.0,9.5,261.0,31.8,27.0,19.9,1.4,101470.0,0.0,81.0,1989,7
3.0,11.5,286.0,30.0,25.6,19.4,0.0,101610.0,0.0,81.0,1989,7
3.0,8.6,247.0,29.9,24.7,19.4,0.0,102090.0,0.0,80.0,1989,7
2.0,10.2,268.0,27.4,23.4,17.0,0.0,102050.0,0.0,80.0,1989,7
5.0,6.4,214.0,25.6,22.2,17.1,0.0,102090.0,0.0,79.0,1989,7
5.0,8.9,249.0,25.7,19.6,13.5,0.0,102320.0,0.0,79.0,1989,7
6.0,9.4,255.0,26.5,19.8,13.9,0.0,102270.0,0.0,78.0,1989,7
6.0,8.6,243.0,18.7,20.4,14.4,5.1,101740.0,0.0,78.0,1989,7
7.0,1.7,129.0,19.4,17.6,16.4,4.5,101050.0,0.0,77.0,1989,7
5.0,5.7,200.0,22.1,15.4,11.3,0.3,101500.0,0.0,77.0,1989,7
2.0,13.5,302.0,23.0,15.3,8.5,0.0,101560.0,0.0,76.0,1989,8
4.0,9.2,248.0,26.4,16.7,10.4,0.0,101730.0,0.0,76.0,1989,8
4.0,6.3,207.0,25.1,19.6,12.9,0.0,101730.0,0.0,75.0,1989,8
1.0,13.5,298.0,26.9,18.2,11.3,0.0,101550.0,0.0,75.0,1989,8
2.0,13.5,297.0,29.3,19.4,12.0,0.0,101010.0,0.0,75.0,1989,8
6.0,11.5,272.0,27.0,21.9,14.5,0.0,100700.0,0.0,74.0,1989,8
6.0,7.2,216.0,26.6,20.9,14.8,0.0,100930.0,0.0,74.0,1989,8
5.0,7.5,219.0,26.1,20.7,14.8,0.0,101560.0,0.0,73.0,1989,8
6.0,7.6,219.0,20.4,21.0,15.8,20.6,101450.0,0.0,73.0,1989,8
7.0,0.8,100.0,24.2,18.4,16.4,18.1,100920.0,0.0,72.0,1989,8
7.0,6.2,198.0,24.6,19.4,14.6,0.0,100430.0,0.0,72.0,1989,8
5.0,6.8,205.0,22.2,19.6,14.6,0.0,100860.0,0.0,73.0,1989,8
5.0,6.5,200.0,24.4,17.6,12.9,3.1,100790.0,0.0,72.0,1989,8
5.0,7.4,211.0,24.2,19.5,14.6,1.8,100550.0,0.0,72.0,1989,8
5.0,11.3,258.0,23.9,20.1,16.0,0.0,100690.0,0.0,72.0,1989,8
6.0,6.4,195.0,22.4,20.2,16.6,0.0,101160.0,0.0,72.0,1989,8
2.0,11.0,252.0,23.0,17.6,12.7,0.3,101800.0,0.0,72.0,1989,8
3.0,13.0,273.0,27.0,16.6,10.1,0.0,102470.0,0.0,72.0,1989,8
4.0,12.6,267.0,28.7,19.0,11.1,0.0,101860.0,0.0,72.0,1989,8
2.0,13.4,274.0,25.8,21.0,13.2,0.0,101480.0,0.0,72.0,1989,8
2.0,12.9,267.0,24.3,20.8,15.8,0.0,101970.0,0.0,72.0,1989,8
5.0,7.3,200.0,24.9,17.9,11.5,0.0,102380.0,0.0,72.0,1989,8
3.0,12.7,262.0,26.4,17.4,10.0,0.0,102650.0,0.0,72.0,1989,8
4.0,11.8,250.0,21.5,19.0,11.5,0.0,102050.0,0.0,72.0,1989,8
8.0,1.0,95.0,23.3,18.6,15.8,5.8,101450.0,0.0,71.0,1989,8
7.0,2.2,119.0,19.1,18.7,14.1,5.7,100950.0,0.0,71.0,1989,8
5.0,8.7,210.0,19.7,16.1,13.1,0.0,101420.0,0.0,71.0,1989,8
2.0,12.5,251.0,19.7,14.3,8.9,0.0,102320.0,0.0,70.0,1989,8
7.0,0.0,58.0,26.2,14.9,10.1,0.0,102020.0,0.0,70.0,1989,8
5.0,6.0,172.0,20.1,20.4,14.7,0.3,101450.0,0.0,70.0,1989,8
6.0,6.8,181.0,20.7,16.0,12.0,0.0,101900.0,0.0,69.0,1989,8
4.0,10.0,209.0,18.4,15.2,9.7,0.0,102240.0,0.0,69.0,1989,9
5.0,9.3,200.0,18.7,14.8,11.3,0.0,102410.0,0.0,69.0,1989,9
4.0,7.4,177.0,21.2,13.2,7.8,0.0,102630.0,0.0,69.0,1989,9
7.0,5.5,153.0,22.9,16.6,12.0,0.0,102490.0,0.0,68.0,1989,9
4.0,9.2,194.0,25.7,17.7,12.5,0.0,102670.0,0.0,68.0,1989,9
1.0,11.3,213.0,26.7,18.4,11.1,0.0,102580.0,0.0,68.0,1989,9
1.0,10.3,202.0,22.6,19.8,12.8,0.0,102060.0,0.0,67.0,1989,9
5.0,2.9,114.0,16.5,19.3,16.0,0.7,101610.0,0.0,67.0,1989,9
8.0,0.0,52.0,19.7,15.3,14.1,0.8,101630.0,0.0,66.0,1989,9
8.0,0.1,57.0,19.4,16.6,13.4,0.0,101670.0,0.0,66.0,1989,9
8.0,0.0,50.0,21.2,17.8,16.2,0.0,101750.0,0.0,66.0,1989,9
7.0,0.6,70.0,19.4,18.3,15.4,3.5,101620.0,0.0,65.0,1989,9
7.0,0.5,67.0,16.7,16.6,13.7,0.0,101200.0,0.0,65.0,1989,9
6.0,2.1,95.0,21.5,12.6,8.5,3.2,101140.0,0.0,65.0,1989,9
7.0,0.4,63.0,22.2,16.6,11.6,1.2,100700.0,0.0,65.0,1989,9
6.0,1.6,85.0,21.1,18.9,15.6,0.6,100910.0,0.0,65.0,1989,9
6.0,0.1,52.0,23.9,19.3,17.5,0.0,100920.0,0.0,65.0,1989,9
5.0,6.1,141.0,21.0,18.8,13.7,0.2,101000.0,0.0,65.0,1989,9
5.0,9.0,168.0,22.4,17.8,14.6,0.0,101550.0,0.0,65.0,1989,9
3.0,10.8,183.0,26.7,17.0,11.5,0.0,102100.0,0.0,66.0,1989,9
1.0,9.4,168.0,19.4,19.4,12.0,0.1,101660.0,0.0,65.0,1989,9
6.0,1.7,81.0,18.7,18.2,16.9,0.0,101180.0,0.0,65.0,1989,9
7.0,3.1,100.0,22.1,14.6,10.4,0.0,101930.0,0.0,65.0,1989,9
7.0,2.6,92.0,22.7,17.6,13.0,0.0,102260.0,0.0,65.0,1989,9
4.0,6.5,134.0,20.4,16.6,10.6,0.0,102220.0,0.0,64.0,1989,9
6.0,2.2,85.0,18.4,15.9,11.4,0.4,102210.0,0.0,64.0,1989,9
7.0,1.0,66.0,16.9,16.6,14.9,0.0,102380.0,0.0,64.0,1989,9
6.0,1.6,74.0,18.2,14.2,11.4,0.0,103140.0,0.0,63.0,1989,9
4.0,5.8,122.0,15.6,13.0,7.8,0.0,103330.0,0.0,63.0,1989,9
6.0,0.1,44.0,15.5,13.2,10.9,0.1,103310.0,0.0,63.0,1989,9
8.0,0.0,39.0,16.4,13.9,12.3,0.0,103190.0,0.0,63.0,1989,10
5.0,3.6,95.0,15.9,14.2,12.0,0.0,102910.0,0.0,62.0,1989,10
6.0,1.9,74.0,19.9,10.7,5.5,0.0,102700.0,0.0,62.0,1989,10
5.0,9.3,144.0,20.9,15.3,10.7,0.0,102320.0,0.0,62.0,1989,10
3.0,4.7,102.0,16.0,13.7,6.5,4.2,101970.0,0.0,61.0,1989,10
5.0,0.0,36.0,13.9,10.6,5.2,0.0,102140.0,0.0,61.0,1989,10
7.0,0.0,35.0,15.4,12.3,10.7,1.7,101740.0,0.0,61.0,1989,10
4.0,6.2,112.0,15.3,12.0,8.7,0.0,102100.0,0.0,60.0,1989,10
6.0,1.5,63.0,16.2,11.0,6.8,0.2,102170.0,0.0,60.0,1989,10
6.0,3.1,80.0,17.1,12.8,9.3,0.1,102280.0,0.0,60.0,1989,10
7.0,2.5,73.0,19.5,13.9,10.7,0.4,102020.0,0.0,60.0,1989,10
7.0,4.1,88.0,15.6,15.6,11.8,0.0,101900.0,0.0,60.0,1989,10
6.0,2.1,66.0,14.8,14.3,13.0,0.1,101410.0,0.0,59.0,1989,10
6.0,5.4,97.0,17.1,11.8,8.8,0.0,101490.0,0.0,59.0,1989,10
7.0,4.5,88.0,18.1,10.9,4.7,0.0,102350.0,0.0,59.0,1989,10
6.0,4.0,82.0,20.1,13.4,8.7,0.0,102490.0,0.0,58.0,1989,10
0.0,9.5,123.0,17.7,13.8,7.6,0.0,102480.0,0.0,58.0,1989,10
5.0,3.1,72.0,18.9,12.0,6.4,0.2,101830.0,0.0,58.0,1989,10
7.0,3.4,73.0,17.6,15.6,12.2,12.7,100770.0,0.0,57.0,1989,10
5.0,6.9,100.0,18.6,14.0,10.4,12.1,100000.0,0.0,57.0,1989,10
8.0,0.2,34.0,19.4,15.2,11.9,1.0,100230.0,0.0,58.0,1989,10
7.0,0.8,43.0,17.0,15.4,11.4,2.3,100960.0,0.0,58.0,1989,10
7.0,0.3,35.0,15.6,14.6,12.1,0.6,101590.0,0.0,59.0,1989,10
3.0,9.0,108.0,18.1,11.4,7.1,0.0,102160.0,0.0,59.0,1989,10
4.0,7.0,94.0,14.7,14.2,10.2,0.6,101900.0,0.0,59.0,1989,10
7.0,0.0,25.0,19.1,12.8,10.9,4.1,101860.0,0.0,59.0,1989,10
7.0,2.2,55.0,14.8,15.2,11.2,2.9,100690.0,0.0,59.0,1989,10
7.0,2.5,57.0,16.2,14.0,13.1,1.8,99460.0,0.0,59.0,1989,10
7.0,3.5,64.0,15.6,13.3,10.4,3.4,100410.0,0.0,60.0,1989,10
