date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,lower_thames_group
19961104,5.0,2.9,53.0,15.3,14.0,12.0,0.0,99910.0,0.0,42
19961105,4.0,7.1,79.0,14.7,12.2,9.1,0.6,100660.0,0.0,42
19961106,4.0,6.6,75.0,12.1,12.0,9.4,0.5,100320.0,0.0,42
19961107,5.0,5.3,67.0,11.4,10.2,8.3,0.1,100790.0,0.0,42
19961108,2.0,6.1,70.0,12.1,6.3,1.2,0.0,102250.0,0.0,43
19961109,4.0,4.5,60.0,6.9,7.9,3.7,15.6,102360.0,0.0,43
19961110,7.0,0.0,19.0,8.3,5.3,3.7,0.2,100990.0,0.0,43
19961111,5.0,2.2,43.0,9.3,3.4,-1.5,0.0,99920.0,0.0,43
19961112,7.0,0.0,19.0,8.8,4.9,0.5,0.5,100210.0,0.0,44
19961113,3.0,7.1,71.0,9.2,5.7,2.6,0.0,101750.0,0.0,44
19961114,3.0,5.8,63.0,10.1,3.8,-1.5,0.0,102440.0,0.0,44
19961115,3.0,7.8,72.0,8.4,5.3,0.5,0.0,102510.0,0.0,44
19961116,5.0,3.4,48.0,9.4,3.4,-1.7,2.5,102390.0,0.0,44
19961117,8.0,0.0,17.0,6.7,5.2,1.1,6.3,101010.0,0.0,44
19961118,4.0,6.9,65.0,7.2,4.6,2.5,9.4,100830.0,0.0,44
19961119,7.0,0.1,19.0,6.7,2.1,-3.0,10.4,98020.0,0.0,45
19961120,6.0,1.5,33.0,6.9,3.4,0.0,0.9,98520.0,0.0,46
19961121,1.0,8.0,68.0,7.6,3.1,-0.7,0.0,100700.0,0.0,46
19961122,6.0,0.1,18.0,6.5,2.2,-3.1,0.1,100950.0,0.0,47
19961123,3.0,7.8,65.0,10.5,3.6,0.6,0.0,101350.0,0.0,48
19961124,7.0,0.0,15.0,9.7,4.8,-0.8,13.6,101410.0,0.0,49
19961125,6.0,3.2,41.0,7.6,5.2,0.7,0.1,99800.0,0.0,49
19961126,5.0,4.9,50.0,6.3,5.6,3.7,0.0,101250.0,0.0,51
19961127,6.0,1.3,29.0,11.2,3.6,0.8,0.0,101140.0,0.0,51
19961128,4.0,5.6,52.0,11.3,4.6,-2.1,6.3,101900.0,0.0,52
19961129,7.0,0.1,17.0,11.0,5.4,-0.4,1.5,100190.0,0.0,53
19961130,5.0,3.0,38.0,12.2,7.6,4.3,0.2,100630.0,0.0,54
19961201,7.0,0.0,13.0,10.6,7.6,2.9,0.1,101360.0,0.0,55
19961202,4.0,4.3,42.0,13.2,7.6,4.7,6.0,101460.0,0.0,56
19961203,8.0,0.0,13.0,10.0,8.6,3.9,0.3,99550.0,0.0,57
19961204,1.0,7.0,53.0,8.7,6.3,2.6,0.0,100080.0,0.0,58
19961205,3.0,3.9,39.0,4.1,4.0,-0.6,0.0,101320.0,0.0,59
19961206,7.0,0.3,17.0,6.7,2.6,1.0,0.0,102080.0,0.0,60
19961207,8.0,0.0,13.0,5.1,4.0,1.4,0.0,102520.0,0.0,61
19961208,8.0,0.0,13.0,5.1,4.4,3.7,0.0,102650.0,0.0,61
19961209,8.0,0.0,12.0,4.7,4.1,3.1,0.0,102160.0,0.0,62
19961210,8.0,0.0,12.0,5.2,3.8,2.8,0.0,101850.0,0.0,62
19961211,8.0,0.0,12.0,4.8,4.0,2.9,0.0,101700.0,0.0,63
19961212,8.0,0.0,12.0,5.3,3.6,2.3,0.0,101060.0,0.0,63
19961213,6.0,0.0,12.0,7.1,3.3,1.3,0.4,100740.0,0.0,63
19961214,4.0,2.8,32.0,8.6,1.9,-3.3,0.0,101140.0,0.0,63
19961215,7.0,0.0,12.0,7.4,3.1,-2.4,0.0,101400.0,0.0,64
19961216,8.0,0.0,12.0,9.0,6.7,6.0,0.3,101340.0,0.0,64
19961217,8.0,0.0,12.0,10.9,6.7,4.4,0.9,100910.0,0.0,64
19961218,8.0,0.0,12.0,8.6,8.2,5.6,2.9,100300.0,0.0,65
19961219,8.0,0.0,12.0,8.6,8.2,7.9,0.6,99760.0,0.0,65
19961220,8.0,0.0,12.0,3.9,7.3,6.0,0.2,100370.0,0.0,66
19961221,8.0,0.0,12.0,6.1,3.1,2.3,0.0,101290.0,0.0,66
19961222,6.0,3.5,35.0,4.6,4.2,2.3,0.0,101290.0,0.0,67
19961223,2.0,7.1,50.0,2.9,3.0,1.4,0.0,100880.0,0.0,67
19961224,1.0,6.0,46.0,5.0,1.0,-0.9,0.1,101090.0,0.0,68
19961225,5.0,1.6,25.0,2.0,2.1,-0.8,0.0,102250.0,0.0,68
19961226,6.0,6.0,47.0,4.1,-0.5,-3.0,0.2,103870.0,0.0,68
19961227,7.0,0.5,18.0,1.8,0.5,-3.1,0.5,102850.0,1.0,69
19961228,3.0,6.9,50.0,4.2,0.2,-1.4,0.0,102620.0,0.0,69
19961229,6.0,0.0,12.0,3.1,0.4,-3.4,0.4,102250.0,0.0,70
19961230,6.0,2.0,28.0,-0.6,0.6,-2.0,0.1,101360.0,0.0,70
19961231,5.0,5.7,46.0,-1.7,-2.0,-3.4,0.0,101830.0,0.0,70
19970101,6.0,0.1,14.0,0.5,-2.8,-4.0,0.0,102320.0,0.0,70
19970102,3.0,6.9,52.0,0.1,-2.5,-5.5,0.0,102100.0,0.0,70
19970103,8.0,0.0,13.0,1.5,-2.4,-5.0,0.0,101330.0,0.0,69
19970104,8.0,0.0,13.0,2.5,-0.7,-2.9,0.0,100970.0,0.0,70
19970105,7.0,0.2,16.0,3.1,0.8,-0.8,0.0,101500.0,0.0,70
19970106,7.0,0.0,13.0,-0.2,1.6,0.2,0.0,102050.0,0.0,70
19970107,8.0,0.0,13.0,0.0,-0.8,-1.3,0.0,102120.0,0.0,69
19970108,8.0,0.0,13.0,1.4,-1.7,-3.4,0.0,101140.0,0.0,69
19970109,8.0,0.0,14.0,1.5,-0.4,-2.2,1.3,100920.0,0.0,69
19970110,8.0,0.0,14.0,7.1,0.4,-0.6,0.0,101970.0,0.0,69
19970111,8.0,0.0,14.0,8.7,3.1,-0.9,0.4,102320.0,0.0,69
19970112,8.0,0.0,14.0,11.0,4.8,0.9,0.1,102510.0,0.0,69
19970113,6.0,4.8,47.0,7.6,7.4,3.9,0.0,102400.0,0.0,69
19970114,2.0,7.1,58.0,2.4,3.5,-0.6,0.0,102150.0,0.0,68
19970115,0.0,0.0,15.0,9.0,-0.4,-3.2,0.2,102180.0,0.0,68
19970116,0.0,7.5,62.0,8.1,3.1,-2.8,0.0,101710.0,0.0,68
19970117,6.0,0.0,15.0,8.8,4.8,1.4,1.5,101050.0,0.0,68
19970118,7.0,0.1,18.0,5.9,7.0,5.2,2.1,101390.0,0.0,68
19970119,8.0,0.0,16.0,7.5,4.8,3.7,0.1,100980.0,0.0,68
19970120,7.0,1.4,31.0,6.2,5.2,3.0,0.0,102460.0,0.0,68
19970121,6.0,5.4,55.0,8.6,4.0,1.7,3.4,102670.0,0.0,68
19970122,8.0,0.0,16.0,8.7,5.3,2.0,1.1,101360.0,0.0,68
19970123,7.0,0.9,28.0,11.1,6.3,3.9,0.1,102010.0,0.0,68
19970124,6.0,5.6,58.0,11.2,6.4,1.8,0.0,102740.0,0.0,69
19970125,2.0,7.8,70.0,8.6,5.8,0.5,0.0,103280.0,0.0,69
19970126,2.0,7.2,68.0,7.6,4.8,1.0,0.0,103290.0,0.0,70
19970127,7.0,0.0,18.0,8.4,4.0,0.4,0.0,103480.0,0.0,70
19970128,4.0,4.3,54.0,5.9,4.4,0.4,0.0,104160.0,0.0,70
19970129,8.0,0.0,18.0,5.2,4.2,2.6,0.0,104180.0,0.0,70
19970130,8.0,0.0,19.0,5.5,4.3,3.4,0.0,103880.0,0.0,70
19970131,8.0,0.0,19.0,6.9,4.4,3.2,0.0,103570.0,0.0,71
19970201,7.0,0.0,19.0,8.2,5.2,3.6,0.0,102980.0,0.0,71
19970202,6.0,0.3,25.0,9.1,5.7,3.2,0.0,102620.0,0.0,71
19970203,4.0,6.5,73.0,9.6,3.0,-3.0,0.0,102720.0,0.0,71
19970204,8.0,0.0,20.0,10.3,4.1,-1.4,5.5,101290.0,0.0,70
19970205,5.0,6.3,74.0,10.8,6.6,3.0,0.0,101940.0,0.0,70
19970206,8.0,0.0,21.0,11.0,7.2,3.7,0.1,102480.0,0.0,71
19970207,6.0,0.0,21.0,9.7,9.6,8.1,1.0,102540.0,0.0,71
19970208,6.0,4.3,64.0,11.9,3.6,-2.4,0.0,103090.0,0.0,71
19970209,7.0,0.3,29.0,11.1,5.9,-0.1,0.3,102370.0,0.0,71
19970210,5.0,0.8,36.0,12.0,9.8,8.4,3.8,101160.0,0.0,71
19970211,6.0,0.0,23.0,12.1,7.9,3.8,2.9,101390.0,0.0,72
19970212,8.0,0.0,24.0,9.1,9.4,6.7,4.0,100270.0,0.0,72
19970213,5.0,4.5,70.0,7.3,6.5,3.9,0.1,99910.0,0.0,73
19970214,7.0,0.0,24.0,10.1,3.9,0.5,0.0,100350.0,0.0,74
19970215,4.0,8.8,102.0,9.0,5.4,0.7,0.0,101930.0,0.0,75
19970216,7.0,0.0,25.0,10.9,5.9,2.8,2.8,101560.0,0.0,76
19970217,7.0,0.0,26.0,9.6,7.7,4.5,9.0,100980.0,0.0,77
19970218,4.0,4.8,78.0,10.4,7.9,6.2,0.9,100770.0,0.0,78
19970219,6.0,0.0,27.0,12.6,6.4,2.4,8.6,101470.0,0.0,79
19970220,5.0,3.8,72.0,13.8,9.0,5.4,0.7,101770.0,0.0,80
19970221,6.0,3.2,68.0,11.7,10.8,7.9,3.1,102040.0,0.0,81
19970222,7.0,0.0,28.0,14.0,9.8,7.9,0.0,102340.0,0.0,81
19970223,7.0,2.5,63.0,11.5,11.1,8.2,4.8,100620.0,0.0,82
19970224,7.0,0.7,43.0,14.4,8.2,5.0,5.4,98980.0,0.0,83
19970225,6.0,5.1,89.0,12.1,10.8,7.3,2.0,99040.0,0.0,84
19970226,4.0,5.0,89.0,10.7,9.0,5.8,0.1,100660.0,0.0,84
19970227,6.0,0.3,39.0,13.2,6.4,2.2,0.0,102890.0,0.0,85
19970228,7.0,0.9,49.0,12.1,9.8,6.5,0.0,102250.0,0.0,85
19970301,6.0,2.0,69.0,13.6,8.2,4.4,0.0,102130.0,0.0,86
19970302,7.0,4.2,95.0,10.2,10.7,7.8,0.0,101840.0,0.0,87
19970303,8.0,0.0,36.0,10.9,6.7,3.2,6.6,103140.0,0.0,87
19970304,8.0,0.0,36.0,12.2,7.9,4.9,2.1,102500.0,0.0,88
19970305,8.0,1.9,72.0,12.1,9.6,7.0,0.6,102410.0,0.0,88
19970306,4.0,9.7,152.0,12.0,8.2,4.2,0.0,103190.0,0.0,89
19970307,7.0,0.0,38.0,12.2,9.0,5.9,0.0,102910.0,0.0,89
19970308,8.0,0.0,39.0,13.1,10.2,8.2,0.9,103430.0,0.0,89
19970309,6.0,5.5,118.0,15.4,10.4,7.6,0.0,103400.0,0.0,89
19970310,5.0,5.5,120.0,17.6,10.0,4.7,0.0,103310.0,0.0,90
19970311,0.0,9.3,158.0,15.5,10.4,3.3,0.0,103400.0,0.0,90
19970312,2.0,5.9,127.0,13.2,9.8,4.0,0.0,102930.0,0.0,90
19970313,7.0,4.2,110.0,14.4,9.4,5.6,0.0,102870.0,0.0,90
19970314,7.0,1.2,70.0,17.1,11.6,8.7,0.0,102200.0,0.0,91
19970315,7.0,2.6,92.0,16.6,12.6,8.0,0.0,102450.0,0.0,91
19970316,7.0,2.8,96.0,17.4,12.6,8.7,0.0,102720.0,0.0,91
19970317,5.0,7.8,154.0,14.0,11.4,5.3,0.0,102660.0,0.0,91
19970318,6.0,3.2,104.0,12.9,11.0,8.0,0.3,101300.0,0.0,91
19970319,7.0,5.8,136.0,14.5,10.4,7.8,0.0,101180.0,0.0,92
19970320,3.0,9.2,174.0,12.4,8.0,1.6,0.1,102030.0,0.0,92
19970321,6.0,9.7,181.0,12.9,8.6,4.7,0.0,102510.0,0.0,93
19970322,4.0,9.3,179.0,12.6,7.4,2.0,0.6,102530.0,0.0,93
19970323,7.0,1.4,82.0,10.7,9.3,6.0,0.0,101070.0,0.0,94
19970324,7.0,0.0,49.0,13.9,7.4,4.0,0.2,101110.0,0.0,94
19970325,6.0,1.0,77.0,13.8,8.6,3.3,0.0,101740.0,0.0,94
19970326,7.0,0.0,50.0,17.7,11.0,8.2,0.0,101550.0,0.0,95
19970327,5.0,8.0,174.0,12.6,11.0,4.3,0.0,101700.0,0.0,95
19970328,2.0,11.3,210.0,13.3,8.8,5.0,0.0,102250.0,0.0,95
19970329,4.0,7.3,169.0,14.8,7.4,1.5,0.0,102730.0,0.0,95
19970330,2.0,10.7,208.0,16.5,8.6,2.4,0.0,102800.0,0.0,96
19970331,1.0,11.5,218.0,17.2,9.7,2.9,0.0,102600.0,0.0,96
19970401,0.0,11.5,220.0,17.7,10.2,3.2,0.0,102340.0,0.0,96
19970402,3.0,7.5,178.0,14.9,11.1,4.5,0.0,102010.0,0.0,96
19970403,6.0,5.0,148.0,13.8,10.8,6.7,0.0,101740.0,0.0,97
19970404,4.0,9.1,199.0,17.7,8.6,3.4,0.0,102650.0,0.0,97
19970405,6.0,4.8,148.0,14.5,12.4,7.0,0.0,101900.0,0.0,97
19970406,5.0,7.0,178.0,15.0,11.3,8.1,0.0,102750.0,0.0,97
19970407,3.0,11.6,232.0,17.3,8.8,2.5,0.0,103230.0,0.0,97
19970408,5.0,9.8,214.0,20.5,10.1,2.9,0.0,102860.0,0.0,97
19970409,6.0,10.0,218.0,21.3,12.4,4.2,0.0,102900.0,0.0,97
19970410,2.0,11.4,236.0,16.0,13.0,4.7,0.0,103200.0,0.0,97
19970411,5.0,4.6,152.0,13.7,11.2,6.5,0.0,103010.0,0.0,97
19970412,3.0,11.7,242.0,17.3,7.4,1.2,0.0,103170.0,0.0,96
19970413,4.0,8.5,207.0,15.5,11.8,6.2,0.0,102790.0,0.0,96
19970414,6.0,0.8,89.0,13.4,11.0,6.4,0.0,102710.0,0.0,96
19970415,3.0,12.3,254.0,15.1,10.0,6.7,0.0,103120.0,0.0,96
19970416,3.0,11.4,246.0,14.7,8.8,2.4,0.0,102950.0,0.0,96
19970417,5.0,6.7,189.0,11.9,11.2,7.6,0.0,102600.0,0.0,96
19970418,5.0,3.2,138.0,9.9,7.2,2.4,0.1,102380.0,0.0,96
19970419,7.0,2.1,120.0,10.4,7.8,5.6,0.0,101980.0,0.0,96
19970420,3.0,9.5,229.0,13.9,5.7,1.0,0.0,102180.0,0.0,95
19970421,3.0,11.4,254.0,12.2,6.4,-1.0,0.0,101790.0,0.0,95
19970422,6.0,8.5,219.0,15.8,8.6,5.0,0.0,101810.0,0.0,95
19970423,7.0,4.0,156.0,16.8,10.6,5.5,0.0,101860.0,0.0,94
19970424,6.0,4.4,164.0,11.7,11.4,5.9,0.0,101680.0,0.0,94
19970425,8.0,0.0,68.0,13.0,9.4,7.0,8.4,101490.0,0.0,94
19970426,8.0,0.0,68.0,18.9,10.6,8.1,1.3,100880.0,0.0,94
19970427,7.0,4.3,165.0,18.8,14.2,9.6,0.0,100820.0,0.0,94
19970428,7.0,5.4,183.0,17.6,15.0,11.1,0.0,100620.0,0.0,94
19970429,5.0,8.8,232.0,20.3,14.4,11.2,0.0,101440.0,0.0,94
19970430,3.0,13.2,288.0,22.7,13.6,6.9,0.0,102600.0,0.0,95
19970501,4.0,13.7,295.0,25.8,15.4,8.0,0.0,102880.0,0.0,94
19970502,1.0,13.8,298.0,25.7,17.6,9.4,0.0,102460.0,0.0,94
19970503,4.0,7.3,216.0,20.1,18.1,10.5,0.6,101510.0,0.0,94
19970504,6.0,3.9,165.0,18.5,16.4,12.7,0.2,100240.0,0.0,93
19970505,7.0,4.1,169.0,9.1,15.0,11.6,6.8,98950.0,0.0,93
19970506,5.0,9.3,247.0,12.9,6.6,4.2,0.0,99690.0,0.0,93
19970507,4.0,10.9,269.0,12.5,6.2,-0.5,1.8,100140.0,0.0,93
19970508,7.0,2.7,146.0,14.0,9.0,5.5,1.4,99550.0,0.0,93
19970509,6.0,7.8,229.0,15.2,10.0,6.0,4.4,99820.0,0.0,93
19970510,5.0,6.4,210.0,16.2,11.6,7.9,0.2,100200.0,0.0,93
19970511,4.0,10.0,261.0,15.0,12.0,7.7,0.4,100380.0,0.0,93
19970512,3.0,9.0,248.0,17.8,11.6,8.1,3.0,101480.0,0.0,93
19970513,5.0,10.0,263.0,19.6,12.4,7.0,0.2,101940.0,0.0,93
19970514,2.0,13.6,310.0,19.2,12.8,6.1,0.0,102120.0,0.0,93
19970515,6.0,3.4,164.0,23.0,13.8,8.3,0.0,102060.0,0.0,94
19970516,7.0,1.0,114.0,26.6,16.8,10.6,2.2,101450.0,0.0,94
19970517,6.0,6.4,215.0,20.7,19.6,12.6,0.0,101080.0,0.0,94
19970518,6.0,4.6,187.0,18.8,17.8,14.9,0.0,100990.0,0.0,94
19970519,6.0,2.9,157.0,15.5,15.0,11.2,1.0,100670.0,0.0,94
19970520,6.0,1.2,121.0,13.9,12.2,8.9,5.4,100320.0,0.0,94
19970521,8.0,0.0,79.0,14.8,12.4,11.0,0.0,100860.0,0.0,94
19970522,7.0,1.2,121.0,15.5,11.6,8.4,0.6,101700.0,0.0,95
19970523,7.0,5.1,198.0,16.5,11.8,8.2,0.0,102240.0,0.0,95
19970524,2.0,14.8,333.0,19.1,11.0,5.5,0.0,102870.0,0.0,95
19970525,3.0,14.0,324.0,23.2,12.2,5.3,0.0,102990.0,0.0,95
19970526,3.0,14.0,324.0,20.0,15.0,6.8,0.0,102600.0,0.0,95
19970527,3.0,12.0,300.0,17.9,15.5,11.0,0.0,102650.0,0.0,94
19970528,3.0,11.0,287.0,23.2,12.6,7.4,0.0,103020.0,0.0,94
19970529,2.0,14.9,337.0,24.3,15.5,7.8,0.0,102900.0,0.0,93
19970530,1.0,15.2,342.0,23.2,17.2,10.1,0.0,102830.0,0.0,93
19970531,1.0,15.0,340.0,19.7,16.7,10.2,0.0,102550.0,0.0,92
19970601,2.0,15.2,341.0,22.1,15.4,11.2,0.0,102250.0,0.0,91
19970602,6.0,9.5,269.0,22.8,17.4,12.6,0.0,101740.0,0.0,90
19970603,5.0,8.5,256.0,22.8,16.4,10.1,0.0,101810.0,0.0,90
19970604,5.0,10.7,286.0,26.7,16.2,9.7,0.0,101640.0,0.0,89
19970605,7.0,4.5,194.0,25.9,19.6,12.6,0.4,100550.0,0.0,88
19970606,7.0,3.6,178.0,24.0,20.2,14.4,11.8,100490.0,0.0,88
19970607,5.0,7.0,235.0,22.2,20.0,15.9,0.0,100670.0,0.0,87
19970608,4.0,11.7,301.0,22.8,18.1,14.0,2.4,101270.0,0.0,87
19970609,6.0,7.6,245.0,26.3,16.5,10.2,0.0,102200.0,0.0,87
19970610,7.0,4.7,199.0,24.5,20.2,14.1,2.8,101710.0,0.0,87
19970611,7.0,2.0,146.0,19.6,20.6,16.6,4.6,100700.0,0.0,86
19970612,7.0,3.3,174.0,22.6,17.4,15.3,0.0,100640.0,0.0,86
19970613,6.0,7.1,238.0,18.0,18.6,14.5,0.0,100490.0,0.0,86
19970614,8.0,1.2,127.0,19.0,15.5,13.0,0.0,101010.0,0.0,86
19970615,6.0,6.0,221.0,20.3,14.8,10.7,0.2,101850.0,0.0,85
19970616,6.0,5.0,205.0,20.4,15.7,11.1,0.0,101990.0,0.0,85
19970617,7.0,5.1,206.0,21.4,16.1,11.8,1.8,102160.0,0.0,85
19970618,7.0,7.3,241.0,16.8,16.6,11.7,0.0,101760.0,0.0,85
19970619,7.0,0.7,113.0,16.0,14.5,12.2,8.0,100690.0,0.0,85
19970620,6.0,3.2,172.0,18.9,11.8,7.5,2.8,99850.0,0.0,84
19970621,6.0,9.5,273.0,18.1,15.4,11.9,7.0,99200.0,0.0,84
19970622,7.0,3.9,185.0,19.9,14.8,11.5,7.2,99680.0,0.0,85
19970623,6.0,7.1,238.0,19.0,16.0,12.2,1.6,100930.0,0.0,85
19970624,7.0,6.3,226.0,16.0,14.6,10.2,0.4,101510.0,0.0,85
19970625,8.0,0.0,81.0,16.1,14.0,11.9,9.6,100240.0,0.0,85
19970626,8.0,0.1,89.0,13.5,14.2,12.4,22.0,99510.0,0.0,85
19970627,8.0,0.0,81.0,16.2,12.7,11.9,10.0,99940.0,0.0,86
19970628,8.0,0.1,89.0,18.2,13.6,11.0,0.4,100440.0,0.0,86
19970629,7.0,0.2,94.0,16.6,14.7,11.2,0.0,100740.0,0.0,87
19970630,8.0,0.5,106.0,18.5,14.1,11.6,0.0,100410.0,0.0,87
19970701,7.0,3.9,184.0,18.6,15.2,11.8,0.0,100450.0,0.0,88
19970702,6.0,5.5,212.0,17.4,14.5,10.4,0.4,100570.0,0.0,88
19970703,7.0,1.6,136.0,18.3,13.8,10.3,8.0,100910.0,0.0,88
19970704,7.0,1.7,139.0,22.4,15.0,11.7,2.2,101670.0,0.0,88
19970705,4.0,12.2,306.0,24.8,16.6,10.8,0.0,102540.0,0.0,88
19970706,5.0,8.2,252.0,26.7,18.6,12.4,0.0,102900.0,0.0,88
19970707,4.0,9.8,274.0,27.6,20.6,14.6,0.0,102810.0,0.0,88
19970708,5.0,7.4,239.0,26.3,21.5,15.4,0.8,102500.0,0.0,88
19970709,3.0,14.7,335.0,22.8,21.0,15.7,0.0,102140.0,0.0,88
19970710,4.0,9.0,261.0,23.8,18.5,14.2,0.0,101820.0,0.0,88
19970711,5.0,6.8,229.0,25.0,18.4,13.1,0.0,101600.0,0.0,88
19970712,6.0,8.8,258.0,24.2,19.1,13.2,0.0,101580.0,0.0,
19970713,6.0,7.6,240.0,24.1,20.0,15.9,1.8,101610.0,0.0,
19970714,7.0,5.6,209.0,25.1,19.4,14.8,0.2,101910.0,0.0,87
19970715,7.0,5.5,207.0,22.2,20.0,15.0,0.0,102030.0,0.0,87
19970716,7.0,1.9,140.0,20.4,18.6,15.1,0.4,101800.0,0.0,86
19970717,7.0,1.1,120.0,20.8,17.7,15.0,0.4,101470.0,0.0,86
19970718,4.0,5.8,210.0,24.8,16.4,11.9,1.6,101960.0,0.0,85
19970719,3.0,11.7,292.0,24.9,19.5,14.2,0.0,102620.0,0.0,
19970720,2.0,15.2,333.0,25.4,18.8,12.7,0.0,102610.0,0.0,
19970721,1.0,14.3,322.0,26.7,19.8,14.3,0.0,102380.0,0.0,84
19970722,3.0,12.3,297.0,27.7,20.6,14.4,0.0,102090.0,0.0,83
19970723,6.0,8.1,241.0,24.4,21.6,15.6,0.0,101900.0,0.0,82
19970724,7.0,1.5,127.0,24.0,21.0,17.5,3.8,101330.0,0.0,81
19970725,4.0,12.1,292.0,21.4,18.8,13.7,0.0,101250.0,0.0,80
19970726,5.0,1.8,133.0,25.1,17.2,13.1,7.6,101540.0,0.0,80
19970727,6.0,10.9,275.0,25.8,20.6,16.0,0.0,101890.0,0.0,79
19970728,5.0,12.7,297.0,27.3,19.4,13.0,0.0,102240.0,0.0,79
19970729,5.0,14.1,312.0,24.4,21.0,14.8,1.2,102030.0,0.0,78
19970730,6.0,9.3,252.0,18.2,20.0,15.5,0.2,101710.0,0.0,78
19970731,8.0,0.0,73.0,24.2,16.6,15.0,6.0,101680.0,0.0,77
19970801,7.0,2.2,138.0,23.2,19.2,14.3,0.0,101390.0,0.0,76
19970802,6.0,9.6,253.0,21.5,19.2,15.2,0.0,101860.0,0.0,76
19970803,8.0,0.9,107.0,21.8,18.2,14.9,2.1,101890.0,0.0,75
19970804,7.0,2.5,143.0,22.8,18.4,15.1,9.5,101940.0,0.0,74
19970805,7.0,3.2,155.0,26.7,19.2,15.7,0.0,101860.0,0.0,74
19970806,7.0,3.4,158.0,26.8,21.4,16.1,31.6,101510.0,0.0,73
19970807,7.0,6.5,206.0,30.9,22.4,17.9,0.0,101560.0,0.0,74
19970808,2.0,12.1,277.0,28.5,24.2,17.4,0.0,101710.0,0.0,74
19970809,1.0,13.4,291.0,31.5,23.5,18.5,0.0,101930.0,0.0,74
19970810,3.0,11.7,270.0,29.6,24.8,18.2,0.0,101650.0,0.0,74
19970811,7.0,3.7,159.0,29.5,25.4,21.1,0.0,101540.0,0.0,74
19970812,6.0,5.2,182.0,27.0,23.8,18.0,2.4,102100.0,0.0,74
19970813,5.0,9.1,234.0,26.3,23.4,19.7,0.0,102150.0,0.0,73
19970814,3.0,12.9,278.0,28.4,20.5,14.7,0.0,102330.0,0.0,72
19970815,2.0,12.8,275.0,29.4,21.8,15.1,0.0,102170.0,0.0,72
19970816,1.0,11.3,257.0,24.8,23.2,16.9,0.2,101940.0,0.0,71
19970817,6.0,1.6,115.0,29.7,21.8,18.8,0.0,101860.0,0.0,70
19970818,5.0,10.2,241.0,31.1,23.8,17.8,0.0,101860.0,0.0,69
19970819,3.0,10.9,248.0,29.5,24.8,18.4,0.0,101810.0,0.0,69
19970820,5.0,3.9,154.0,26.9,23.8,18.0,0.0,101790.0,0.0,68
19970821,7.0,3.2,141.0,25.1,22.3,17.7,0.0,101770.0,0.0,67
19970822,7.0,0.6,87.0,27.1,22.5,19.9,0.0,101900.0,0.0,66
19970823,6.0,4.0,152.0,24.8,23.5,19.9,0.0,101500.0,0.0,65
19970824,7.0,3.7,147.0,22.3,22.0,19.3,7.3,101240.0,0.0,64
19970825,7.0,1.7,110.0,23.3,20.0,17.6,1.6,100950.0,0.0,64
19970826,5.0,9.6,222.0,19.7,17.6,11.8,0.2,101090.0,0.0,63
19970827,5.0,2.5,124.0,20.3,16.5,13.3,9.4,100050.0,0.0,63
19970828,5.0,6.1,176.0,20.9,16.0,11.6,0.4,99710.0,0.0,62
19970829,6.0,7.2,189.0,21.8,17.6,14.2,5.4,100770.0,0.0,63
19970830,7.0,3.5,137.0,24.8,18.1,14.4,0.4,100990.0,0.0,63
19970831,7.0,5.0,158.0,21.7,19.2,13.5,0.0,101170.0,0.0,63
19970901,6.0,7.2,178.0,21.9,18.4,15.1,0.0,101600.0,0.0,63
19970902,3.0,11.8,225.0,19.5,16.8,11.6,0.0,102020.0,0.0,63
19970903,7.0,0.0,55.0,21.8,17.0,14.4,1.8,101730.0,0.0,63
19970904,4.0,10.3,207.0,19.7,18.6,15.3,0.0,101760.0,0.0,62
19970905,6.0,1.0,84.0,20.9,16.2,12.6,0.4,101990.0,0.0,62
19970906,3.0,10.3,203.0,22.6,15.4,9.8,0.0,102350.0,0.0,61
19970907,6.0,5.0,143.0,22.5,18.3,14.0,0.0,102620.0,0.0,61
19970908,1.0,11.8,215.0,22.0,15.8,9.1,0.0,102680.0,0.0,60
19970909,2.0,11.7,212.0,21.2,17.2,12.5,0.0,102600.0,0.0,60
19970910,4.0,11.1,204.0,20.6,15.5,9.8,0.0,102500.0,0.0,59
19970911,7.0,2.1,98.0,20.1,16.2,11.7,0.4,101110.0,0.0,59
19970912,4.0,7.6,166.0,17.7,16.6,13.0,4.0,100570.0,0.0,58
19970913,2.0,11.2,200.0,19.0,12.3,6.9,0.0,101590.0,0.0,
19970914,4.0,7.7,164.0,20.3,13.0,6.9,0.0,102490.0,0.0,
19970915,6.0,4.0,120.0,22.0,14.6,9.0,0.0,102350.0,0.0,56
19970916,6.0,9.7,180.0,21.9,17.0,12.0,0.0,101900.0,0.0,55
19970917,5.0,5.9,140.0,25.1,16.3,10.7,0.0,102130.0,0.0,55
19970918,3.0,8.5,165.0,17.8,18.0,10.9,0.2,102250.0,0.0,54
19970919,8.0,0.0,46.0,18.8,16.8,15.8,0.0,102600.0,0.0,53
19970920,7.0,3.6,109.0,19.1,16.8,14.7,0.0,102840.0,0.0,
19970921,4.0,10.4,177.0,21.4,14.2,9.3,0.0,102600.0,0.0,
19970922,1.0,10.5,176.0,21.2,15.0,8.6,0.0,102550.0,0.0,52
